"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",95,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",95.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",94.7,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",95.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",96.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",94.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",94.8,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",96,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",95.6,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",86.5,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",84.9,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",88.1,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",86.1,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",87.3,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",86.7,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",63.2,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",60.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",66.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",63.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",67,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",65.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",71.3,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",80.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",76.8,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",76.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",76.1,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",76.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",22.8,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",23.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",24.9,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",24.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",26.2,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",24.1,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",31.6,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",38.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",34.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",36,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",39.4,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",38.4,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",62.9,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",61.4,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",64.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",62.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",64.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",62.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",67.7,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",74.1,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",70.5,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",69.9,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",71,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",70.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",95,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",94.5,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",95,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",95.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",94.9,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",96,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",95.6,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",98.5,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",97,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",93.9,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",94.9,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",95.5,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",88.4,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",85.6,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",89.9,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",87.1,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",90,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",87.7,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",67.5,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",64.1,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",70,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",68.9,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",70.6,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",67.4,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",74.3,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",84,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",78.7,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",79.2,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",78,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",77.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",31.5,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",31.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",35.1,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",33.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",35.6,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",32.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",41.2,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",46.6,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",43.7,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",44.7,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",47.9,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",45.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",70.3,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",67.8,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",71.7,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",70.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",71.7,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",68.9,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",74.3,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",80.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",76.3,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",76,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",76.2,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",75.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",95,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",94.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",94.8,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",95.2,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",95.1,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",95.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",95.4,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",97.7,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",96,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",94.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",95.5,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",95.6,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",87.5,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",85.3,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",89,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",86.6,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",88.7,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",87.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",65.3,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",62.1,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",68.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",66.4,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",68.7,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",66.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",72.7,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",82.2,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",77.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",77.6,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",77,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",76.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",26.5,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",27,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",29.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",28.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",30.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",27.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",35.7,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",41.9,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",38.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",39.8,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",43.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",41.7,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2010","2010",66.4,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2011","2011",64.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2012","2012",68,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2013","2013",66.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2014","2014",67.9,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2015","2015",65.6,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",70.9,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",77,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",73.3,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",72.8,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2021","2021",73.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2022","2022",72.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",43.5,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",51,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",52.9,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",54.3,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",38.5,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",41.7,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",41.9,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",43.3,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",25.4,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",31.5,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",32.9,,
"SRHSFGHC","Good/very good health females aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",35.3,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",17,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",23.7,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",23.9,,
"SRHSFGHD","Good/very good health, females aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",25.1,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",28.6,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",33.8,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",34.1,,
"SRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",35.3,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",47.5,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",55.4,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",56,,
"SRHSMGHA","Good/very good health, males aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",58,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",38.7,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",43.2,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",43.3,,
"SRHSMGHB","Good/very good health, males aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",44.3,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",28,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",33.6,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",35,,
"SRHSMGHC","Good/very good health, males aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",37.4,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",20.1,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",27,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",26.7,,
"SRHSMGHD","Good/very good health, males aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",27.5,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",31.5,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",37.1,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",37,,
"SRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",38,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",45.5,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",53.3,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",54.5,,
"SRHSTGHA","Good/very good health, total aged 15-24","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",56.2,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",38.6,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",42.5,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",42.6,,
"SRHSTGHB","Good/very good health, total aged 25-44","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",43.8,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",26.7,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",32.5,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",33.9,,
"SRHSTGHC","Good/very good health, total aged 45-64","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",36.3,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",18.4,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",25.1,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",25.2,,
"SRHSTGHD","Good/very good health, total aged 65+","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",26.2,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2010","2010",30,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2013","2013",35.4,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",35.5,,
"SRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",36.6,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",65.6,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",64.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2014","2014",66.8,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2016","2016",64.6,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2018","2018",66.1,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2020","2020",70.2,,
"SRHSFGHA","Good/very good health, females aged 15-24","PERCALEF","% of population (crude rate)","KOR","Korea","2022","2022",73.4,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2010","2010",51,,
"SRHSFGHB","Good/very good health females aged 25-44","PERCALEF","% of population (crude rate)","KOR","Korea","2012","2012",49.5,,
